,text_a,text_b,scores
323,Can I swipe my card when my phone does not support Huawei Pay?,Consumption scenarios that can be used after a bank card is added (NFC/Huawei Pay models are not supported),5
324,Where do I find the zero Qian Tong interface?,How to Enable Change,5
325,What if I don't use my mailbox anymore?,How do I change the security phone and email address?,5
326,Can I use my ID card if it's under 18?,What Is eID?,5
327,The money is deducted from the traffic card account but the account is not debited.,Huawei Pay Traffic Card Recharge Not Received,5
328,"Hello, my Huawei phone account and password.",Forgot your Huawei ID password,5
329,Adding a Member Card,Adding a Member Card,5
330,You can't take the subway with a bank card.,How to Deal with the Failure of Using Bank Card to Swipe Bus and Subway,5
331,"I want to ask, why my mobile phone is Huawei Pay when opened?",The Huawei Pay card swiping page is automatically displayed.,5
332,Can I use the WeChat fingerprint to pay for Honor?,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,5
333,"I need a receipt, the one at the event.",How to Obtain the Recharge Invoice of the Mobile Phone Recharge Balance Deduction Activity,5
334,Is the eid still available after factory restoration?,Will eIDs be automatically deleted after factory defaults are restored?,5
335,Viewing Huawei Pay Bank Card Transaction Records,Viewing Huawei Pay Bank Card Transaction Records,5
336,Can use the bank card inside Huawei Pay brush public transportation subway?,Method of Using Bank Card to Swipe Bus and Metro,5
337,No key card.,"There is no ""door card"" or ""smart home door card"" in the wallet.",5
338,What models of phones can I add a door key to?,Number of keys and models that can be added,5
339,The real-name information is not the user.,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,5
340,What do I need to know if I can't use the card-forbidden function?,Number of keys and models that can be added,5
341,Why is there no bank card?,Models that support Huawei Pay bank cards and the number of supported cards,5
342,Apply for eID,Method of Enabling the eID Service,5
343,Each access card can be bound to only one device.,Number of keys and models that can be added,5
344,Where can I get a top-up invoice?,Obtain the top-up invoice of the Huawei Pay transportation card.,5
345,Which phones support the cartoon bus card function?,Models that support transportation cards and the number of supported cards,5
346,Jiang Su Yi Cartoon Suzhou Support Location,Which cities does the transportation card support?,5
347,What is the H-coin card password?,What are H-coins and H-coins cards?,5
348,What is eID?,What Is eID?,5
349,Do you want to borrow some money?,"What is ""borrowing money""?",5
350,The bank card password is incorrect.,Method of retrieving the payment password,5
351,My wallet keeps popping up.,The Huawei Pay card swiping page is automatically displayed.,5
352,Can I install an access card on my phone?,Number of keys and models that can be added,5
353,Where can I view monthly payment bills?,Viewing Huawei Pay Bank Card Transaction Records,5
354,Where is the payment method on the mobile phone?,How to use Huawei Pay bank card to make payment on POS machine,5
355,"The payment password is forgotten, and the security question is also forgotten.",Method of retrieving the payment password,5
356,Can I transfer the balance of my transportation card to a physical card?,Can I transfer the balance of my transportation card to a physical card?,5
357,How do I turn off my wallet every time I unlock it?,The Huawei Pay card swiping page is automatically displayed.,5
358,What's the change?,What's the change?,5
359,Why can't I use my access card?,How to Use the Door Key,5
360,The money in the wallet is wrong.,Unreasonable deduction from Huawei Pay,5
361,Which phones can support the transportation card?,Models that support transportation cards and the number of supported cards,5
362,"I used to use another person's phone number to log in to my Huawei ID, but now I have lost the card. What can I do if I forget the password?",How can I submit a self-service complaint using my Huawei ID?,5
363,Face image error,What can I do if I can't use face verification when swiping my bank card after updating my Mate 20 Pro?,5
364,Authorized Room Card,How to authorize the hotel room card when I change rooms or check into the same hotel again?,5
365,Why don't I have an ID card?,Why Cannot I See the eID Entry?,5
366,Identity verification failed.,"Why Does the Message ""Verifying the identity failed"" Display?",5
367,How do I set fingerprint payment for WeChat?,What is the relationship between the screen unlock fingerprint and the quick payment fingerprint?,5
368,Can I swipe the bus when my watch has a bus card and my phone is not around?,Can I use my watch after I add a transportation card to my phone?,5
369,When to use eID,Which of the following scenarios can eID be used in?,5
370,Real-name authentication is not performed by yourself.,Method of Deregistering Real-Name Authentication (Non-Authentication) on Huawei Pay,5
371,How do I delete the door key?,Viewing/Deleting a Door Key,5
372,How many public transportation cards can be bound to a mobile phone with the NFC function?,Models that support transportation cards and the number of supported cards,5
373,How to Increase the Traffic Card of International Edition,What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,5
374,How do I recharge my H-coin card?,How do I recharge my H-coins card purchased from Vmall?,5
375,What is mobile phone recharge?,What is mobile phone recharge?,5
376,Hotel room card usage exception.,Hotel Room Card Exceptions,5
377,"Langfang Penny to do bus, prompt invalid.","Details of buses with 1 cent/50% discount - Shouguang, Langfang, Jiangyin, Lianyungang, Fuzhou, Guilin, Wuzhou, Inner Mongolia, Panjin",5
378,Card swiping error.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,5
379,"What Do I Do If the System Displays the Message ""1000110097"" When I Add a Bank Card?","What Can I Do If the Message ""1000110097"" or ""10001110041"" Is Displayed When I Add a Huawei Pay Bank Card?",5
380,Can I take the high - speed train with my e - ID card?,Which of the following scenarios can eID be used in?,5
381,Why can't I buy a Hong Kong Octopus card?,Which cities does the transportation card support?,5
382,Why does the system display a message indicating that the payment fails when I recharge my transportation card?,How to Handle the Failure to Recharge the Transportation Card,5
383,Why is a boot page displayed Huawei Pay really f**cking annoying?,The Huawei Pay card swiping page is automatically displayed.,5
384,I can't return my transportation card.,Refund the balance of the deleted transportation card in the Huawei Pay.,5
385,"Hello! I want to add a bus card, but the main page does not have the bus card option.",What can I do if I cannot see the entrance for adding Huawei Pay traffic cards?,5
386,"The money is deducted, and no refund is given until the bill is paid.",Huawei Pay Traffic Card Recharge Not Received,5
387,Bus card doesn't work.,Failed to swipe the transportation card in the Huawei Pay when taking a subway or bus.,5
388,"I just recharged my bus card, but it hasn't arrived.",Huawei Pay Traffic Card Recharge Not Received,5
